,V1,V2,V3,C4,C3,C2,C1
,Class 600,Class 600,Class 600,678 Elastomers & elastomer products,707 Technology,,
,Class 600,Class 600,Class 600,679 Other products of specific kinds of materials,708 Technology,,
,Class 600,Class 600,Class 600,680 Manufacture for specific uses,709 Technology,,
,Class 600,Class 600,Class 600,680 Manufacture of products for specific uses,710 Technology,,
,Class 600,Class 600,Class 600,681 Precision instruments & other devices,711 Technology,,
,Class 600,Class 600,Class 600,682 Small forge work (Blacksmithing),712 Technology,,
,Class 600,Class 600,Class 600,683 Hardware & household appliances,713 Technology,,
,Class 600,Class 600,Class 600,684 Furnishings & home workshops,714 Technology,,
,Class 600,Class 600,Class 600,"685 Leather & fur goods, & related products",715 Technology,,
,Class 600,Class 600,Class 600,686 Printing & related activities,716 Technology,,
,Class 600,Class 600,Class 600,687 Clothing & accessories,717 Technology,,
,Class 600,Class 600,Class 600,"688 Other final products, & packaging technology",718 Technology,,
,Class 600,Class 600,Class 600,689 Not assigned or no longer used,719 Technology,,
,Class 600,Class 600,Class 600,690 Construction of buildings,720 Technology,,
,Class 600,Class 600,Class 600,690 Construction of buildings,721 Technology,,
,Class 600,Class 600,Class 600,691 Building materials,722 Technology,,
,Class 600,Class 600,Class 600,692 Auxiliary construction practices,723 Technology,,
,Class 600,Class 600,Class 600,693 Construction in specific types of materials & for specific purposes,724 Technology,,
,Class 600,Class 600,Class 600,694 Wood construction,725 Technology,,
,Class 600,Class 600,Class 600,695 Roof covering,726 Technology,,
,Class 600,Class 600,Class 600,696 Utilities,727 Technology,,
,Class 600,Class 600,Class 600,"697 Heating, ventilating, air-conditioning engineering",728 Technology,,
,Class 600,Class 600,Class 600,698 Detail finishing,729 Technology,,
,Class 600,Class 600,Class 600,699 Not assigned or no longer used,730 Technology,,
,Class 600,Class 600,Class 600,Class 700 – Arts & recreation,731 Technology,,
,Class 700,Class 700,Class 700,700 Arts,700 Arts,,
,Class 700,Class 700,Class 700,700 The Arts,701 Arts,,
,Class 700,Class 700,Class 700,701 Philosophy & theory of fine & decorative arts,702 Arts,,
,Class 700,Class 700,Class 700,702 Miscellany of fine & decorative arts,703 Arts,,
,Class 700,Class 700,Class 700,"703 Dictionaries, encyclopedias, concordances of fine & decorative arts",704 Arts,,
,Class 700,Class 700,Class 700,704 Special topics in fine & decorative arts,705 Arts,,
,Class 700,Class 700,Class 700,705 Serial publications of fine & decorative arts,706 Arts,,
,Class 700,Class 700,Class 700,706 Organizations & management of fine & decorative arts,707 Arts,,
,Class 700,Class 700,Class 700,"707 Education, research, related topics of fine & decorative arts",708 Arts,,
,Class 700,Class 700,Class 700,"708 Galleries, museums, private collections of fine & decorative arts",709 Arts,,
,Class 700,Class 700,Class 700,"709 History, geographic treatment, biography",710 Arts,,
,Class 700,Class 700,Class 700,710 Area planning & landscape architecture,711 Arts,,
,Class 700,Class 700,Class 700,710 Area planning & landscape architecture,712 Arts,,
,Class 700,Class 700,Class 700,711 Area planning (Civic art),713 Arts,,
,Class 700,Class 700,Class 700,712 Landscape architecture (Landscape design),714 Arts,,
,Class 700,Class 700,Class 700,713 Landscape architecture of trafficways,715 Arts,,
,Class 700,Class 700,Class 700,714 Water features in landscape architecture,716 Arts,,
,Class 700,Class 700,Class 700,715 Woody plants in landscape architecture,717 Arts,,
,Class 700,Class 700,Class 700,716 Herbaceous plants in landscape architecture,718 Arts,,
,Class 700,Class 700,Class 700,717 Structures in landscape architecture,719 Arts,,
,Class 700,Class 700,Class 700,718 Landscape design of cemeteries,720 Arts,,
,Class 700,Class 700,Class 700,719 Natural landscapes,721 Arts,,
,Class 700,Class 700,Class 700,720 Architecture,722 Arts,,
,Class 700,Class 700,Class 700,720 Architecture,723 Arts,,
,Class 700,Class 700,Class 700,721 Architectural materials & structural elements,724 Arts,,
,Class 700,Class 700,Class 700,722 Architecture from earliest times to ca. 300,725 Arts,,
,Class 700,Class 700,Class 700,723 Architecture from ca. 300 to 1399,726 Arts,,
,Class 700,Class 700,Class 700,724 Architecture from 1400,727 Arts,,
,Class 700,Class 700,Class 700,725 Public structures,728 Arts,,
,Class 700,Class 700,Class 700,726 Buildings for religious & related purposes,729 Arts,,
,Class 700,Class 700,Class 700,727 Buildings for educational & research purposes,730 Arts,,
,Class 700,Class 700,Class 700,728 Residential & related buildings,731 Arts,,
,Class 700,Class 700,Class 700,729 Design & decoration of structures & accessories,732 Arts,,
,Class 700,Class 700,Class 700,"730 Sculpture, ceramics, & metalwork",733 Arts,,
,Class 700,Class 700,Class 700,730 Sculpture & related arts,734 Arts,,
,Class 700,Class 700,Class 700,"731 Processes, forms, subjects of sculpture",735 Arts,,
,Class 700,Class 700,Class 700,"732 Sculpture from earliest times to ca. 500, sculpture of nonliterate peoples",736 Arts,,
,Class 700,Class 700,Class 700,"733 Greek, Etruscan, Roman sculpture",737 Arts,,
,Class 700,Class 700,Class 700,734 Sculpture from ca. 500 to 1399,738 Arts,,
,Class 700,Class 700,Class 700,735 Sculpture from 1400,739 Arts,,
,Class 700,Class 700,Class 700,736 Carving & carvings,740 Arts,,
,Class 700,Class 700,Class 700,737 Numismatics & sigillography,741 Arts,,
,Class 700,Class 700,Class 700,738 Ceramic arts,742 Arts,,
,Class 700,Class 700,Class 700,739 Art metalwork,743 Arts,,
,Class 700,Class 700,Class 700,740 Graphic arts & decorative arts,744 Arts,,
,Class 700,Class 700,Class 700,740 Graphic arts,745 Arts,,
,Class 700,Class 700,Class 700,741 Drawing & drawings,746 Arts,,
,Class 700,Class 700,Class 700,742 Perspective in drawing,747 Arts,,
,Class 700,Class 700,Class 700,743 Drawing & drawings by subject,748 Arts,,
,Class 700,Class 700,Class 700,744 Not assigned or no longer used,749 Arts,,
,Class 700,Class 700,Class 700,745 Decorative arts,750 Arts,,
,Class 700,Class 700,Class 700,746 Textile arts,751 Arts,,
,Class 700,Class 700,Class 700,747 Interior decoration,752 Arts,,
,Class 700,Class 700,Class 700,748 Glass,753 Arts,,
,Class 700,Class 700,Class 700,749 Furniture & accessories,754 Arts,,
,Class 700,Class 700,Class 700,750 Painting,755 Arts,,
,Class 700,Class 700,Class 700,750 Painting & paintings,756 Arts,,
,Class 700,Class 700,Class 700,"751 Techniques, procedures, apparatus, equipment, materials, forms",757 Arts,,
,Class 700,Class 700,Class 700,752 Color,758 Arts,,
,Class 700,Class 700,Class 700,"753 Symbolism, allegory, mythology, legend",759 Arts,,
,Class 700,Class 700,Class 700,754 Genre paintings,760 Arts,,
,Class 700,Class 700,Class 700,755 Religion,761 Arts,,
,Class 700,Class 700,Class 700,756 Not assigned or no longer used,762 Arts,,
,Class 700,Class 700,Class 700,757 Human figures,763 Arts,,
,Class 700,Class 700,Class 700,"758 Nature, architectural subjects & cityscapes, other specific subjects",764 Arts,,
,Class 700,Class 700,Class 700,"759 History, geographic treatment, biography",765 Arts,,
,Class 700,Class 700,Class 700,760 Printmaking & prints,766 Arts,,
,Class 700,Class 700,Class 700,760 Printmaking & prints,767 Arts,,
,Class 700,Class 700,Class 700,761 Relief processes (Block printing),768 Arts,,
,Class 700,Class 700,Class 700,762 Not assigned or no longer used,769 Arts,,
,Class 700,Class 700,Class 700,763 Lithographic processes (Planographic processes),770 Arts,,
,Class 700,Class 700,Class 700,764 Chromolithography & serigraphy,771 Arts,,
,Class 700,Class 700,Class 700,765 Metal engraving,772 Arts,,
,Class 700,Class 700,Class 700,"766 Mezzotinting, aquatinting, & related processes",773 Arts,,
,Class 700,Class 700,Class 700,767 Etching & drypoint,774 Arts,,
,Class 700,Class 700,Class 700,768 Not assigned or no longer used,775 Arts,,
,Class 700,Class 700,Class 700,769 Prints,776 Arts,,
,Class 700,Class 700,Class 700,"770 Photography, computer art, film, video",777 Arts,,
,Class 700,Class 700,Class 700,"770 Photography, computer art, cinematography, videography",778 Arts,,
,Class 700,Class 700,Class 700,"771 Techniques, procedures, apparatus, equipment, materials",779 Arts,,
,Class 700,Class 700,Class 700,772 Metallic salt processes,780 Arts,,
,Class 700,Class 700,Class 700,773 Pigment processes of printing,781 Arts,,
,Class 700,Class 700,Class 700,774 No longer used—formerly Holography,782 Arts,,
,Class 700,Class 700,Class 700,775 No longer used—formerly Digital photography,783 Arts,,
,Class 700,Class 700,Class 700,776 Computer art (Digital art),784 Arts,,
,Class 700,Class 700,Class 700,777 Cinematography & Videography,785 Arts,,
,Class 700,Class 700,Class 700,778 Specific fields & special kinds of photography,786 Arts,,
,Class 700,Class 700,Class 700,779 Photographic images,787 Arts,,
,Class 700,Class 700,Class 700,780 Music,788 Arts,,
,Class 700,Class 700,Class 700,780 Music,789 Arts,,
,Class 700,Class 700,Class 700,781 General principles & musical forms,790 Arts,,
,Class 700,Class 700,Class 700,782 Vocal music,791 Arts,,
,Class 700,Class 700,Class 700,783 Music for single voices,792 Arts,,
,Class 700,Class 700,Class 700,784 Instruments & Instrumental ensembles & their music,793 Arts,,
,Class 700,Class 700,Class 700,785 Ensembles with only one instrument per part,794 Arts,,
,Class 700,Class 700,Class 700,"786 Keyboard, mechanical, electrophonic, percussion instruments",795 Arts,,
,Class 700,Class 700,Class 700,787 Stringed instruments (Chordophones),796 Arts,,
,Class 700,Class 700,Class 700,788 Wind instruments (Aerophones),797 Arts,,
,Class 700,Class 700,Class 700,789 Not assigned or no longer used,798 Arts,,
,Class 700,Class 700,Class 700,"790 Sports, games & entertainment",799 Arts,,
,Class 700,Class 700,Class 700,790 Recreational & performing arts,800 Arts,,
,Class 700,Class 700,Class 700,791 Public performances,801 Arts,,
,Class 700,Class 700,Class 700,792 Stage presentations,802 Arts,,
,Class 700,Class 700,Class 700,793 Indoor games & amusements,803 Arts,,
,Class 700,Class 700,Class 700,794 Indoor games of skill,804 Arts,,
,Class 700,Class 700,Class 700,795 Games of chance,805 Arts,,
,Class 700,Class 700,Class 700,796 Athletic & outdoor sports & games,806 Arts,,
,Class 700,Class 700,Class 700,797 Aquatic & air sports,807 Arts,,
,Class 700,Class 700,Class 700,798 Equestrian sports & animal racing,808 Arts,,
,Class 700,Class 700,Class 700,"799 Fishing, hunting, shooting",809 Arts,,
,Class 800,Class 800,Class 800,Class 800 – Literature,810 Arts,,
,Class 800,Class 800,Class 800,"800 Literature, rhetoric & criticism","800 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,800 Literature (Belles-lettres) & rhetoric,"801 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,801 Philosophy & theory,"802 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,802 Miscellany,"803 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"803 Dictionaries, encyclopedias, concordances","804 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,804 Not assigned or no longer used,"805 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,805 Serial publications,"806 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,806 Organizations & management,"807 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"807 Education, research, related topics","808 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,808 Rhetoric & collections of literary texts from more than two literatures,"809 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"809 History, description, critical appraisal of more than two literatures","810 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,810 American literature in English,"811 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,810 American literature in English,"812 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,811 American poetry in English,"813 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,812 American drama in English,"814 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,813 American fiction in English,"815 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,814 American essays in English,"816 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,815 American speeches in English,"817 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,816 American letters in English,"818 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,817 American humor & satire in English,"819 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,818 American miscellaneous writings in English,"820 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,819 No longer used—formerly Puzzle activities,"821 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,820 English & Old English literatures,"822 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,820 English & Old English (Anglo-Saxon) literatures,"823 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,821 English Poetry,"824 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,822 English drama,"825 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,823 English fiction,"826 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,824 English essays,"827 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,825 English speeches,"828 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,826 English letters,"829 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,827 English humor & satire,"830 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,828 English miscellaneous writings,"831 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,829 Old English (Anglo-Saxon) literature,"832 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,830 German & related literatures,"833 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,830 German literature & literatures of related languages,"834 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,831 German poetry,"835 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,832 German drama,"836 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,833 German fiction,"837 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,834 German essays,"838 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,835 German speeches,"839 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,836 German letters,"840 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,837 German humor & satire,"841 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,838 German miscellaneous writings,"842 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,839 Other Germanic literatures,"843 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,840 French & related literatures,"844 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,840 French literature & literatures of related Romance languages,"845 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,841 French poetry,"846 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,842 French drama,"847 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,843 French fiction,"848 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,844 French essays,"849 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,845 French speeches,"850 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,846 French letters,"851 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,847 French humor & satire,"852 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,848 French miscellaneous writings,"853 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"849 Occitan, Catalan, Franco-Provençal literatures","854 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"850 Italian, Romanian, & related literatures","855 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"850 Literatures of Italian, Dalmatian, Romanian, Rhaetian, Sardinian, Corsican languages","856 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,851 Italian poetry,"857 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,852 Italian drama,"858 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,853 Italian fiction,"859 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,854 Italian essays,"860 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,855 Italian speeches,"861 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,856 Italian letters,"862 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,857 Italian humor & satire,"863 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,858 Italian miscellaneous writings,"864 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"859 Literatures of Romanian, Rhaetian, Sardinian, Corsican languages","865 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"860 Spanish, Portuguese, Galician literatures","866 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"860 Literatures of Spanish, Portuguese, Galician languages","867 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,861 Spanish poetry,"868 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,862 Spanish drama,"869 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,863 Spanish fiction,"870 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,864 Spanish essays,"871 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,865 Spanish speeches,"872 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,866 Spanish letters,"873 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,867 Spanish humor & satire,"874 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,868 Spanish miscellaneous writings,"875 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,869 Literatures of Portuguese & Galician languages,"876 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,870 Latin & Italic literatures,"877 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,870 Latin literature & literatures of related Italic languages,"878 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,871 Latin poetry,"879 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,872 Latin dramatic poetry & drama,"880 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,873 Latin epic poetry & fiction,"881 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,874 Latin lyric poetry,"882 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,875 Latin speeches,"883 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,876 Latin letters,"884 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,877 Latin humor & satire,"885 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,878 Latin miscellaneous writings,"886 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,879 Literatures of other Italic languages,"887 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,880 Classical & modern Greek literatures,"888 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,880 Classical Greek literature & literatures of related Hellenic languages,"889 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,881 Classical Greek poetry,"890 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,882 Classical Greek drama,"891 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,883 Classical Greek epic poetry & fiction,"892 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,884 Classical Greek lyric poetry,"893 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,885 Classical Greek speeches,"894 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,886 Classical Greek letters,"895 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,887 Classical Greek humor & satire,"896 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,888 Classical Greek miscellaneous writings,"897 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,889 Modern Greek literature,"898 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,890 Other literatures,"899 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,890 Literatures of other specific languages and language families,"900 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,891 East Indo-European & Celtic literatures,"901 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,892 Afro-Asiatic literatures,"902 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,893 Non-Semitic Afro-Asiatic literatures,"903 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"894 Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of Southeast Asia","904 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,895 Literatures of East & Southeast Asia,"905 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,896 African literatures,"906 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,897 Literatures of North American native languages,"907 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,898 Literatures of South American native languages,"908 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,"899 Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages","909 Literature, rhetoric & criticism",,
,Class 800,Class 800,Class 800,Class 900 – History & geography,"910 Literature, rhetoric & criticism",,
,Class 900,Class 900,Class 900,900 History,900 History,,
,Class 900,Class 900,Class 900,"900 History, geography, & auxiliary disciplines",901 History,,
,Class 900,Class 900,Class 900,901 Philosophy & theory of history,902 History,,
,Class 900,Class 900,Class 900,902 Miscellany of history,903 History,,
,Class 900,Class 900,Class 900,"903 Dictionaries, encyclopedias, concordances of history",904 History,,
,Class 900,Class 900,Class 900,904 Collected accounts of events,905 History,,
,Class 900,Class 900,Class 900,905 Serial publications of history,906 History,,
,Class 900,Class 900,Class 900,906 Organizations & management of history,907 History,,
,Class 900,Class 900,Class 900,"907 Education, research, related topics of history",908 History,,
,Class 900,Class 900,Class 900,908 History with respect to groups of people,909 History,,
,Class 900,Class 900,Class 900,909 World history,910 History,,
,Class 900,Class 900,Class 900,910 Geography & travel,911 History,,
,Class 900,Class 900,Class 900,910 Geography & travel,912 History,,
,Class 900,Class 900,Class 900,911 Historical geography,913 History,,
,Class 900,Class 900,Class 900,912 Graphic representations of surface of earth and of extraterrestrial worlds,914 History,,
,Class 900,Class 900,Class 900,913 Geography of & travel in ancient world,915 History,,
,Class 900,Class 900,Class 900,914 Geography of & travel in Europe,916 History,,
,Class 900,Class 900,Class 900,915 Geography of & travel in Asia,917 History,,
,Class 900,Class 900,Class 900,916 Geography of & travel in Africa,918 History,,
,Class 900,Class 900,Class 900,917 Geography of & travel in North America,919 History,,
,Class 900,Class 900,Class 900,918 Geography of & travel in South America,920 History,,
,Class 900,Class 900,Class 900,"919 Geography of & travel in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, & on extraterrestrial worlds",921 History,,
,Class 900,Class 900,Class 900,920 Biography & genealogy,922 History,,
,Class 900,Class 900,Class 900,"920 Biography, genealogy, insignia",923 History,,
,Class 900,Class 900,Class 900,"921–928 This range is reserved as an optional location for biographies, which are shelved alphabetically by subject's last name.",924 History,,
,Class 900,Class 900,Class 900,"929 Genealogy, names, insignia",925 History,,
,Class 900,Class 900,Class 900,930 History of ancient world (to ca. 499),926 History,,
,Class 900,Class 900,Class 900,930 History of ancient world to ca. 499,927 History,,
,Class 900,Class 900,Class 900,931 China to 420,928 History,,
,Class 900,Class 900,Class 900,932 Egypt to 640,929 History,,
,Class 900,Class 900,Class 900,933 Palestine to 70,930 History,,
,Class 900,Class 900,Class 900,934 South Asia to 647,931 History,,
,Class 900,Class 900,Class 900,935 Mesopotamia to 637 & Iranian Plateau to 637,932 History,,
,Class 900,Class 900,Class 900,936 Europe north & west of Italian Peninsula to ca. 499,933 History,,
,Class 900,Class 900,Class 900,937 Italian Peninsula to 476 & adjacent territories to 476,934 History,,
,Class 900,Class 900,Class 900,938 Greece to 323,935 History,,
,Class 900,Class 900,Class 900,939 Other parts of ancient world,936 History,,
,Class 900,Class 900,Class 900,940 History of Europe,937 History,,
,Class 900,Class 900,Class 900,940 History of Europe,938 History,,
,Class 900,Class 900,Class 900,941 British Isles,939 History,,
,Class 900,Class 900,Class 900,942 England & Wales,940 History,,
,Class 900,Class 900,Class 900,943 Germany & neighboring central European countries,941 History,,
,Class 900,Class 900,Class 900,944 France & Monaco,942 History,,
,Class 900,Class 900,Class 900,"945 Italy, San Marino, Vatican City, Malta",943 History,,
,Class 900,Class 900,Class 900,"946 Spain, Andorra, Gibraltar, Portugal",944 History,,
,Class 900,Class 900,Class 900,947 Russia & neighboring east European countries,945 History,,
,Class 900,Class 900,Class 900,948 Scandinavia,946 History,,
,Class 900,Class 900,Class 900,949 Other parts of Europe,947 History,,
,Class 900,Class 900,Class 900,950 History of Asia,948 History,,
,Class 900,Class 900,Class 900,950 History of Asia,949 History,,
,Class 900,Class 900,Class 900,951 China & adjacent areas,950 History,,
,Class 900,Class 900,Class 900,952 Japan,951 History,,
,Class 900,Class 900,Class 900,953 Arabian Peninsula & adjacent areas,952 History,,
,Class 900,Class 900,Class 900,954 India & neighboring south Asian countries;,953 History,,
,Class 900,Class 900,Class 900,955 Iran,954 History,,
,Class 900,Class 900,Class 900,956 Middle East (Near East),955 History,,
,Class 900,Class 900,Class 900,957 Siberia (Asiatic Russia),956 History,,
,Class 900,Class 900,Class 900,958 Central Asia,957 History,,
,Class 900,Class 900,Class 900,959 Southeast Asia,958 History,,
,Class 900,Class 900,Class 900,960 History of Africa,959 History,,
,Class 900,Class 900,Class 900,960 History of Africa,960 History,,
,Class 900,Class 900,Class 900,961 Tunisia & Libya,961 History,,
,Class 900,Class 900,Class 900,"962 Egypt, Sudan, South Sudan",962 History,,
,Class 900,Class 900,Class 900,963 Ethiopia & Eritrea,963 History,,
,Class 900,Class 900,Class 900,"964 Morocco, Ceuta, Melilla Western Sahara, Canary Islands",964 History,,
,Class 900,Class 900,Class 900,965 Algeria,965 History,,
,Class 900,Class 900,Class 900,966 West Africa & offshore islands,966 History,,
,Class 900,Class 900,Class 900,967 Central Africa & offshore islands,967 History,,
,Class 900,Class 900,Class 900,968 Republic of South Africa & neighboring southern African countries,968 History,,
,Class 900,Class 900,Class 900,969 South Indian Ocean islands,969 History,,
,Class 900,Class 900,Class 900,970 History of North America,970 History,,
,Class 900,Class 900,Class 900,970 History of North America,971 History,,
,Class 900,Class 900,Class 900,971 Canada,972 History,,
,Class 900,Class 900,Class 900,"972 Mexico, Central America, West Indies, Bermuda",973 History,,
,Class 900,Class 900,Class 900,973 United States,974 History,,
,Class 900,Class 900,Class 900,974 Northeastern United States (New England & Middle Atlantic states),975 History,,
,Class 900,Class 900,Class 900,975 Southeastern United States (South Atlantic states),976 History,,
,Class 900,Class 900,Class 900,976 South central United States,977 History,,
,Class 900,Class 900,Class 900,977 North central United States,978 History,,
,Class 900,Class 900,Class 900,978 Western United States,979 History,,
,Class 900,Class 900,Class 900,979 Great Basin & Pacific Slope region of United States,980 History,,
,Class 900,Class 900,Class 900,980 History of South America,981 History,,
,Class 900,Class 900,Class 900,980 History of South America,982 History,,
,Class 900,Class 900,Class 900,981 Brazil,983 History,,
,Class 900,Class 900,Class 900,982 Argentina,984 History,,
,Class 900,Class 900,Class 900,983 Chile,985 History,,
,Class 900,Class 900,Class 900,984 Bolivia,986 History,,
,Class 900,Class 900,Class 900,985 Peru,987 History,,
,Class 900,Class 900,Class 900,986 Colombia & Ecuador,988 History,,
,Class 900,Class 900,Class 900,987 Venezuela,989 History,,
,Class 900,Class 900,Class 900,988 Guiana,990 History,,
,Class 900,Class 900,Class 900,989 Paraguay & Uruguay,991 History,,
,Class 900,Class 900,Class 900,990 History of other areas,992 History,,
,Class 900,Class 900,Class 900,"990 History of Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, extraterrestrial worlds",993 History,,
,Class 900,Class 900,Class 900,991–992 Not assigned or no longer used,994 History,,
,Class 900,Class 900,Class 900,993 New Zealand,995 History,,
,Class 900,Class 900,Class 900,994 Australia,996 History,,
,Class 900,Class 900,Class 900,995 New Guinea & neighboring countries of Melanesia,997 History,,
,Class 900,Class 900,Class 900,996 Polynesia & other Pacific Ocean islands,998 History,,
,Class 900,Class 900,Class 900,997 Atlantic Ocean islands,999 History,,
